text,intent
['collaborationism with your blade'],Professional Inquiry
"[""While I haven ' deoxythymidine monophosphate used them thus far, the rejuvenating retinol ointment, elucidate facial oil, hydrating rag masks, and gentle makeup remover from Brand_D have aroused my curiosity after reading about their ingredients!""]",Feedback-Compliments
"[""Buns One practice it if I ' m allergic to hyaluronic acid?""]",Product Inquiry-Ingredients
['Be the Velvet Mat Liquid state Lipstick in the wraith Turkish Rose stock still being produced?'],Product Inquiry-Availability
['Be the Velvet Matte Liquid state Lipstick in the shade Turkish Rosiness nonetheless being produced?'],Product Inquiry-Availability
['Dainty yourself to luxury with our exclusive knockout box subscription. Subscribe today and get your first box seat free. # BeautyBox # SubscriptionOffer'],Others
"[""What ' s the cost on this? Can ' t find it anyplace!""]",Product Inquiry-Price
"['This is the 2nd meter my packet has been lost, what the hell?']",Customer Support-Shipping Issues
['My gild was transport to the incorrect name and address even though One double checked it. Can it be rerouted?'],Customer Support-Shipping Issues
"[""I ' molar concentration look for a long - wearing instauration for combination skin. What would you advocate?""]",Product Inquiry-Recommendations
['The shipping aircraft carrier have had my package for over 2 week now with nil updates!'],Customer Support-Shipping Issues
"[""information technology ' s non so good""]",Feedback-Complaints
['What is the price of the new lip rouge?'],Product Inquiry-Price
['When volition you be restocking the Radiant Glow highlighter palette? Iodine demand to get my hands on it!'],Product Inquiry-Availability
['It would be great if you proffer more cruelty - costless skincare.'],Feedback-Suggestions
['The track selective information for my order is wrong.'],Customer Support-Shipping Issues
"[""One ' mib looking at the Radiant Finishing powder online but the terms appear in high spirits - is it sold on an individual basis surgery as a yoke / set?""]",Product Inquiry-Price
['Can you commend a good lustrelessness bronzer shade for light - spiritualist warm olive skin tones from your course?'],Product Inquiry-Recommendations
['it be just consummate'],Feedback-Compliments
['Big upward!'],Feedback-Compliments
['Are these the concluding cartesian product?'],Product Inquiry-Availability
['I would like to cancel my decree and receive a repayment'],Customer Support-Returns and Refunds
['Is information technology in MegaImage?'],Product Inquiry-Availability
['Should Iodin use a'],Product Inquiry-Usage Instructions
"[""Iodin ' molar concentration looking to assay a lightweight tinted moisturizer instead of foundation. What ' s a full one for light reporting?""]",Product Inquiry-Recommendations
['Where Single buttocks see the status of my social club?'],Customer Support-Order Status
['Where be your products manufacture? Looking to support honourable supply chains.'],Others
"['In that location was an publication with the shipping savoir faire, give the axe you help?']",Customer Support-Shipping Issues
['Sum up a pump to the blood serum bottle would make up convenient.'],Feedback-Suggestions
"[""Can I apply information technology if Atomic number 53 ' m get Roaccutane? Are the ingredients compatible with this treatment?""]",Product Inquiry-Ingredients
"[""Tin you provide the ingredient tilt for the new moisturizer? What are the master constituent in your Vitamin C serum? I ' m trying to avoid specific chemical substance.""]",Product Inquiry-Ingredients
['The flick I watched last night equal very entertaining.'],Others
['Can you secernate pine tree state the cost of the entire skincare set?'],Product Inquiry-Price
"['1 want to return a cartesian product, tooshie you aid?']",Customer Support-Returns and Refunds
['Wherefore the ass hasn ’ t my order shipped yet?'],Customer Support-Order Status
['Are there any discounts usable for the skin care cartesian product?'],Product Inquiry-Price
"['This intersection broke after unrivalled role, what the fuck?']",Feedback-Complaints
['Do you have any discounts for this token?'],Product Inquiry-Price
['When exist the sales coming?'],Product Inquiry-Price
"[""Do 1 require to apply sun protection factor in the morning if I ' m place this face cream on before I log z's?""]",Product Inquiry-Usage Instructions
['What the fuck are the alive fixings in this?'],Product Inquiry-Ingredients
['Fire you provide the entire ingredient tilt for the brightening mask?'],Product Inquiry-Ingredients
['I ’ five hundred love to see more than vegan options from your sword.'],Feedback-Suggestions
['collagen'],Product Inquiry-Ingredients
['Unlock the mightiness of nature with our organic skin care range. Holy order now and welcome a free eco - well disposed tote bagful. # OrganicBeauty # EcoFriendly'],Others
"[""can ' t equal abide""]",Feedback-Complaints
['1 ’ five hundred love to see more vegan options from your stigma.'],Feedback-Suggestions
['1 want to bang if this product leave ever be available over again.'],Product Inquiry-Availability
"[""What ' s the fucking policy on refunds?""]",Customer Support-Returns and Refunds
"[""What ' s the best intersection for reducing wrinkles?""]",Product Inquiry-Recommendations
"[""I ' molar concentration non glad with the quality of this plastic - free detail.""]",Feedback-Complaints
"[""1 ' d similar to collaborate with your ruthlessness - free brand, who should Iodine contact?""]",Professional Inquiry
['Pot Atomic number 53 pre - order the new moisturizer?'],Product Inquiry-Availability
['Can 1 get selective information on volume purchasing for my beauty parlour?'],Professional Inquiry
['Comprise the new lipstick aggregation uncommitted?'],Product Inquiry-Availability
['I obtain a damage product.'],Customer Support-Shipping Issues
"['One paid for expressage shipping on the cruelty - loose items, wherefore be it deep?']",Customer Support-Shipping Issues
['Unde dracu este comanda mea?'],Customer Support-Order Status
['Does the hydrate blood serum contain hyaluronic acid?'],Product Inquiry-Ingredients
['Is the hydrate serum still in gillyflower?'],Product Inquiry-Availability
['no longer in stock'],Product Inquiry-Availability
['Equal the paraben - destitute moisturizer available or not?'],Product Inquiry-Availability
"['The ware was alone in its ability to handle both dispassion and makeup, leave my face with a light texture. My skin is particularly difficult.']",Feedback-Complaints
"['I need a serum that really form, any suggestion?']",Product Inquiry-Recommendations
"['My order was ship to the wrong destination, what should I manage?']",Customer Support-Shipping Issues
['Period rend masses off with your shitty products!'],Feedback-Complaints
['Can you consider put up samples with order?'],Feedback-Suggestions
['The promotional material be damaged when information technology arrived.'],Feedback-Complaints
['Manage it remove constitution too?'],Product Inquiry-Usage Instructions
['perfective tense!'],Feedback-Compliments
['charcoal grey'],Product Inquiry-Ingredients
['Information technology would be nice to accept a loyalty program.'],Feedback-Suggestions
"[""One ' ve searched this everywhere and I couldn ' t find it. Be information technology nevertheless available in Roumania?""]",Product Inquiry-Availability
['perfective tense!'],Feedback-Compliments
